04THT,730852.00N,0684059.00W
KNEIL,495536.00N,1150836.00W
KOBEV,494010.00N,0512801.00W
KONCH,514800.00N,0601300.00W
KRAKE,452000.00N,0741836.00W
KRANG,485817.83N,0942923.24W
KSDRD,475630.40N,0872528.90W
KUPAN,534448.57N,1133047.48W
KYUGA,425949.18N,0800357.33W
LABRE,464506.92N,0695607.86W
LACTO,511318.00N,0934206.00W
LAFIT,451452.00N,0742739.00W
LAKES,575954.42N,0631556.79W
LANNE,491648.00N,1223906.00W
LANRK,445932.00N,0762235.00W
LEATS,514230.00N,1012512.00W
LEFAL,494200.00N,1164930.00W
LENIK,500331.80N,0971209.60W
LENIM,754938.10N,0752711.37W
LENOT,673000.00N,1000000.00W
LENUG,473149.40N,0523906.58W
LEPEN,454519.05N,0743321.97W
LEPET,562535.90N,1201615.72W
LEPOP,480424.00N,0684142.00W
LEPOR,491312.52N,0723731.89W
LERAK,440315.57N,0783100.96W
LEROS,450128.80N,0632210.80W
LERUP,535735.61N,1134056.61W
LESUB,430100.00N,0803259.00W
LESUG,485109.04N,0893242.89W
LETOG,501500.00N,1283818.00W
LETOV,610100.47N,1300000.00W
LETRM,555346.00N,1114549.00W
LEVAD,485321.00N,0541712.00W
LEVIS,464726.37N,0710927.55W
LEXAK,472400.00N,0532442.00W
LEXOD,483100.00N,0662000.00W
LEXON,550756.00N,1120906.00W
LIAND,450404.00N,0715527.00W
LIANO,485326.50N,1231945.56W
LIBEN,594810.20N,0772421.00W
LIBOG,492748.00N,1235900.00W
LIBUG,593000.00N,1134612.82W
LIDEB,681500.00N,1100000.00W
LIDEX,520809.60N,1064025.80W
LIDIT,634600.00N,0740000.00W
LIDON,562034.74N,1053438.96W
LIDUL,530319.00N,1221829.00W
LIEKY,524513.00N,1213916.00W
LINNG,431810.00N,0792117.00W
LINSY,442246.00N,0784501.00W
LIRLI,501400.00N,1051700.00W
LITGO,560818.63N,1025648.71W
LITRO,532148.00N,0900000.00W
LLEEO,415032.70N,0823723.01W
LOACH,553100.00N,0570100.00W
LOBTO,502000.00N,1055300.00W
LOCAN,493042.00N,1173306.00W
LODMI,600000.00N,0884500.00W
LOGLI,450424.00N,0742854.00W
LOGSU,484633.00N,0510000.00W
LOHIL,545024.00N,0690000.00W
LOKBU,460611.93N,0731441.58W
LOKTI,430401.80N,0811123.40W
LOLVI,453222.32N,0741242.75W
LOMPI,440000.00N,0570000.00W
LOMTA,571212.00N,0623712.00W
LONGU,592313.40N,1000000.00W
LONRO,523724.00N,1180930.00W
LOONY,503007.00N,1141722.00W
LOPGO,503300.00N,0965000.00W
LOPRO,484321.00N,0574213.00W
LOPVI,591600.00N,0641500.00W
LORKA,453938.00N,0760409.00W
LORMO,584648.00N,0900000.00W
LORNA,513924.00N,1100000.00W
LORNE,484024.00N,0812418.00W
LORVO,512924.00N,1214456.00W
LOYED,450449.00N,0794142.00W
LUBIC,562254.00N,1153012.00W
LUMBY,502130.00N,1153742.00W
LUNGE,473319.14N,0802722.21W
LYTON,501458.98N,1215042.61W
MAARS,420518.00N,0822910.46W
MACAR,492833.00N,1241043.00W
MADYN,512942.00N,1141558.00W
MAIPL,491436.00N,1223212.00W
MAIRE,454230.00N,0730725.00W
MALPE,464320.00N,0632415.00W
MALPY,511318.00N,1185706.00W
MALTN,434306.00N,0794024.00W
MANUP,520242.00N,0900000.00W
MAVOD,450400.00N,0765224.00W
MAZNA,445715.00N,0770925.00W
MCKEE,564018.48N,0665957.22W
MEDPA,723940.00N,0674248.00W
MEETO,533536.00N,1072124.00W
MEMSO,524800.00N,0750000.00W
MENKI,564733.26N,1044159.95W
MERBA,614248.00N,1150000.00W
MERCH,571218.00N,1192436.00W
MEREE,610518.15N,1201859.18W
MERKA,540554.00N,0900000.00W
MERTO,435236.00N,0763624.00W
MERYT,495630.00N,1205742.00W
MESBO,544857.31N,1175114.50W
MESDA,434957.00N,0781143.00W
MESKA,505501.20N,1140911.40W
METPA,530022.00N,1345016.00W
MIBNA,600500.00N,0800000.00W
MIBNO,603500.00N,0623200.00W
MIBTI,512636.00N,1211245.00W
MICHE,451518.00N,0734329.99W
MIDVI,502500.00N,1054900.00W
MIGLI,493133.00N,0581448.00W
MIILS,465224.18N,0670251.91W
MIKWA,575100.00N,1144218.00W
MILLS,491424.00N,1225406.00W
MIPOT,532525.20N,1134733.60W
MISAX,503000.00N,0900000.00W
MITEK,534600.00N,1295046.00W
MITOM,581914.70N,1313202.90W
MIVAX,472621.20N,0700933.51W
MIVIP,471130.00N,0701536.00W
MOATT,580131.00N,0595540.00W
MOAWK,424501.00N,0795059.00W
MOBIK,494756.59N,1245818.01W
MOBRY,554600.00N,1214454.00W
MODAS,481750.00N,0684334.00W
MODDY,492147.88N,1225017.74W
MODUL,433547.40N,0793106.00W
MOFAT,491048.21N,0725958.52W
MOGAG,511541.99N,0821548.01W
MOGOT,510224.00N,1141212.00W
MOGUS,491712.00N,1223248.00W
MONKK,451301.00N,0804016.00W
MOODY,451640.14N,0754459.85W
MOONN,422209.64N,0822707.14W
MOORR,495618.00N,1190222.00W
MOOTO,535239.12N,1134208.45W
MOOZE,552030.00N,1211254.00W
MOWND,452236.00N,0663926.00W
MT80,510721.10N,0741513.29W
MUNBI,480637.80N,0781830.60W
MUNBO,520727.00N,0644759.00W
MUPUX,443848.00N,0773242.00W
MURLO,440523.00N,0555540.00W
MUROP,460651.00N,0721230.00W
MURUM,434000.00N,0785800.00W
MUSCA,415457.28N,0830025.56W
MUSKK,502552.00N,0994806.00W
MUSPO,422707.51N,0645143.23W
MUSVA,640000.00N,0630000.00W
MUXAT,573825.30N,1303452.30W
MUXOV,535109.60N,1230134.20W
MUZON,495800.00N,1235106.00W
MYPAL,424956.00N,0791827.98W
N5536,553600.00N,1000000.00W
N5920,592000.00N,1000000.00W
N6000,600000.00N,0814400.00W
N6011,600000.00N,1100000.00W
N6014,601405.69N,1000005.32W
N6030,603000.00N,0900000.00W
N6111,610000.00N,1100000.00W
N6130,613000.00N,1000000.00W
N6145,614500.00N,1100000.00W
N6215,621500.00N,1000000.00W
N6250,625000.00N,0900000.00W
N6300,630000.00N,1000000.00W
N6324,632400.45N,0900006.59W
N6330,633000.00N,0800000.00W
N6345,634500.00N,1000000.00W
N6352,635200.00N,1100000.00W
N6355,635500.00N,0900000.00W
N6430,643000.00N,1000000.00W
N6490,643000.00N,0900000.00W
N6510,651000.00N,1000000.00W
N6515,651500.00N,0900000.00W
N6530,653000.00N,0800000.00W
N6570,653000.00N,0700000.00W
N6630,663000.00N,0700000.00W
N6680,663000.00N,0800000.00W
N6690,660000.00N,0900000.00W
N6720,672000.00N,1100000.00W
N6770,673000.00N,0700000.00W
N6780,673000.00N,0800000.00W
N6790,670000.00N,0900000.00W
N6800,680000.00N,0900000.00W
N6830,683001.00N,0900000.00W
N6855,685500.00N,1250000.00W
N6870,683000.00N,0700000.00W
N6880,683000.00N,0800000.00W
N6900,690000.00N,1100000.00W
N6915,691500.00N,1350000.00W
N6930,693000.00N,0700000.00W
N7000,700000.00N,0900000.00W
N7040,704000.00N,1000000.00W
N7051,705100.00N,0700000.00W
N7080,700000.00N,0800000.00W
N7130,713000.00N,0800000.00W
N7145,714500.00N,1100000.00W
N7170,710000.00N,0700000.00W
N7215,721500.00N,1250000.00W
N7225,722500.00N,1000000.00W
N7230,723000.00N,0700000.00W
N7420,742000.00N,0900000.00W
NAAPP,535318.00N,1252624.00W
NABLO,434016.00N,0820133.00W
NABOG,482530.40N,0774825.80W
NADAG,683000.00N,0900000.00W
NADEB,624821.55N,1075507.34W
NADET,625505.00N,1125514.00W
NADLU,502900.00N,1054500.00W
NADMA,710402.00N,0645535.00W
NAKBI,520019.00N,1334358.00W
NAKTO,614140.00N,1150608.00W
NALDI,643000.00N,0630000.00W
NALRU,463539.95N,0711804.86W
NANOO,491551.00N,1241439.00W
NANSO,442918.00N,0560418.00W
NAPEE,451023.00N,0734010.00W
NAPLO,501338.00N,0584555.00W
NARRY,542830.00N,1194942.00W
NEWTN,490918.00N,1224612.00W
NILLA,534722.00N,1310500.00W
NILTT,505254.00N,1050130.00W
NM106,513000.36N,0774459.15W
NOIRE,452537.00N,0740748.00W
NORAB,491500.00N,1041000.00W
NORAK,494418.60N,0963128.20W
NORCH,430035.18N,0802152.34W
NORUN,501603.00N,0962117.00W
NORUS,515316.00N,0663702.00W
NOSUX,474452.20N,0530919.80W
NOTAP,451230.00N,0822830.30W
NOVEP,474944.00N,0510000.00W
NOWAA,504848.30N,0734158.61W
NOWAH,430024.17N,0813111.44W
NOXAN,595456.26N,1200000.00W
NUBEG,541651.69N,1135903.32W
NUBEM,434112.96N,0805008.51W
NUBUK,445751.00N,0633618.00W
NUDET,525459.78N,1112227.23W
NUGAM,590919.49N,0992402.00W
NUPPS,530848.00N,1133018.00W
NUTBE,491936.00N,1233630.00W
NUTBY,454117.01N,0631446.01W
NUTIC,421317.97N,0830342.91W
NUVVE,504356.00N,1140816.00W
OAKVL,431909.99N,0794146.01W
OBRAB,440336.60N,0774835.89W
OBRET,470000.00N,0742430.00W
OBSEV,481730.26N,0711419.34W
OBTAM,584504.00N,1225111.99W
OBTOT,491230.00N,1224048.00W
OBUYE,483856.47N,0933127.03W
OBVAN,490542.00N,0683114.00W
OCTAS,421329.91N,0822656.09W
ODGOV,503556.00N,1052544.00W
ODGOX,440908.53N,0772817.98W
ODKAP,505300.00N,0660330.00W
ODKAS,444355.80N,0633931.20W
ODLAS,454123.73N,0714443.65W
OKEKE,421212.72N,0830412.28W
OKOPO,454331.63N,0725739.50W
OLAVO,470225.67N,0721001.95W
OLDMA,534600.00N,1140330.00W
OLESU,481201.20N,0631545.00W
OLOKA,485024.00N,0682054.00W
OMAGA,460304.00N,0840000.00W
OMBRE,454446.00N,0724541.00W
OMEKA,781036.00N,1410000.00W
OMLOK,584645.59N,1300000.00W
OMROD,530018.00N,1130536.00W
OMSED,535200.00N,1225315.00W
OMSEX,501630.00N,1052423.40W
OMSUN,612011.00N,1410000.00W
OMSUV,493118.55N,1232951.13W
OMVIN,484859.32N,1240425.56W
ONDET,543428.00N,1181748.00W
ONDOB,453925.40N,0762555.29W
ONDUS,513900.00N,1171900.00W
ONGAG,570535.98N,1040538.52W
OPALE,505110.00N,1145935.00W
OTAKU,630700.00N,0685200.00W
OTEPI,550003.07N,1191443.40W
OTIKA,491536.00N,1234142.00W
OTNIX,492000.00N,1263000.00W
OTNOT,623915.88N,1300000.00W
OTNOX,484146.37N,0895401.79W
OTODI,542020.84N,1095306.96W
OTPUS,510000.00N,1100000.00W
OTRIK,584415.53N,1105006.82W
OTSEP,473325.20N,0522521.00W
OTTER,500705.80N,1244455.39W
OVAGU,864800.00N,0900000.00W
OVBES,870000.00N,0600000.00W
OVDON,834300.00N,1300000.00W
OVOGU,540737.63N,1222745.75W
OVOSU,435552.98N,0773947.88W
OVUNI,481821.00N,0783135.00W
OYSTR,535200.00N,0545800.00W
PAIRY,452806.00N,0810136.00W
PARQE,534318.00N,1192912.00W
PAULO,451512.00N,0632006.00W
PEKMO,800742.00N,1300000.00W
PEKRO,530923.00N,0640609.00W
PELEE,525500.00N,0800000.00W
PELRI,850000.00N,0600000.00W
PELRU,460036.28N,0754000.35W
PELSI,580500.00N,0670000.00W
PELVO,501800.00N,1051400.00W
PEMLU,504700.00N,0800000.00W
PENDO,442455.00N,0794826.00W
PENDR,484418.00N,1231635.00W
PENDU,501200.00N,1051300.00W
PEPKI,594400.00N,0613700.00W
PEPMU,485806.00N,0541452.20W
PEPRA,445614.00N,0561354.00W
PEPTA,623154.60N,1140151.60W
PERKO,472944.00N,0815459.00W
PERNA,511251.60N,1140116.80W
PERTH,443328.00N,0764216.99W
PESAC,463256.32N,0721112.91W
PESLA,464234.00N,0840855.00W
PESRI,473746.20N,0631229.40W
PETMA,560534.10N,1060306.70W
PETPA,510018.00N,1324112.00W
PEVNI,510201.71N,1150314.63W
PEVRA,582327.70N,1093702.29W
PICES,424644.90N,0821108.99W
PIGEN,510200.00N,1143742.00W
PIGLA,542000.00N,0800000.00W
PIGLI,430824.00N,0802851.00W
PIGLU,483842.00N,1235424.00W
PIGSO,844500.00N,0900000.00W
PIKMO,543800.00N,0900000.00W
PIKNA,505200.00N,0591500.00W
PILPA,624159.40N,1124448.60W
PINTE,462637.00N,0700214.00W
PJ48,593929.94N,1351112.37W
PNASK,494524.00N,1195800.00W
POLLE,544630.00N,1035000.00W
POLTY,455357.00N,0754840.00W
POPLR,524237.00N,0973830.00W
PORGY,561900.00N,0580500.00W
POTAT,675604.00N,1410000.00W
POWAY,431502.67N,0791518.67W
POWOL,501217.00N,1244441.00W
PRADA,492531.00N,0954528.00W
PRAWN,571212.00N,0591047.00W
PRYCE,521417.70N,1284459.10W
PULRE,421746.55N,0825308.73W
PUSUK,435634.07N,0774932.29W
PUTUD,445944.40N,0631301.20W
PUXIN,512042.00N,1304518.00W
QUBIS,473200.15N,0674558.09W
QUODY,500212.00N,1235436.00W
R0600,440643.46N,0773223.79W
R0868,485646.00N,0543304.00W
R2402,501302.86N,0661642.98W
R2403,501326.14N,0661508.94W
R2404,453131.36N,0732424.62W
R2500,535308.75N,1224134.82W
R2891,510547.90N,1140116.59W
R3036,531831.14N,1133547.24W
R3037,531822.25N,1133543.92W
R3038,531711.44N,1133345.55W
R3039,531959.98N,1133403.54W
R4151,440733.54N,0773058.97W
R5017,491104.89N,1230937.53W
R5018,495342.39N,0971430.77W
R5019,495342.62N,0971340.32W
R5020,495446.90N,0971508.37W
R7908,490108.83N,1222247.87W
RACHL,421357.80N,0813911.25W
RAFIN,445300.00N,0514817.00W
RAGUR,545600.00N,1152700.00W
RANGR,471048.00N,0831830.00W
RAPID,541432.00N,1213413.00W
RATHO,430817.76N,0791125.37W
REDBY,521457.99N,0563605.99W
REDDR,520751.00N,1135228.00W
REEDO,444212.00N,0755854.00W
REFEX,524206.00N,1100000.00W
REFIO,525900.60N,1141822.20W
RENNY,482448.00N,0614900.00W
RESOL,455025.02N,0663839.87W
RESOP,543211.72N,1103949.34W
RESUM,841445.00N,1410000.00W
REVEK,535927.88N,0950117.13W
REVIG,510000.60N,1140117.40W
REVUB,484215.68N,0884512.35W
REXAR,472545.60N,0531410.80W
REXOM,435501.11N,0784104.09W
REZIN,474336.00N,0781354.00W
RIBIT,555420.00N,1295507.00W
RIBUN,631123.00N,1133254.00W
RICKI,460330.10N,0815405.03W
RIDOD,433015.00N,0792358.20W
RIDOK,572543.03N,1063210.00W
RIKKE,422621.90N,0824425.65W
RIONA,502800.00N,0923354.00W
RISKE,521342.00N,1224848.00W
ROBBE,510835.35N,0700000.00W
ROC63,431634.46N,0790535.92W
RODBO,600500.00N,0651000.00W
RODLU,742248.00N,1300000.00W
ROFFO,532400.00N,1190000.00W
ROGSA,460724.00N,0714142.00W
ROGSO,801052.00N,0690000.00W
ROGVU,485103.60N,0681254.00W
ROKMA,783348.00N,1100000.00W
ROKPI,490224.00N,0682924.00W
ROKTO,433035.00N,0801128.00W
ROLKO,505954.00N,1111012.00W
ROLLA,554548.00N,1200006.00W
ROMDA,562034.25N,1022603.39W
ROMDI,800412.00N,0900000.00W
RONCH,513044.00N,1222730.00W
RONPO,465238.00N,0510000.00W
RONPU,613000.00N,0800000.00W
RORMA,495623.00N,0964323.00W
RORTU,550609.00N,1214131.00W
ROSLI,530030.00N,1135642.00W
ROTMU,504037.20N,1050110.80W
ROTNA,740000.00N,0900000.00W
ROUND,511500.00N,0750248.01W
ROVNA,552221.09N,1183217.00W
ROYST,493527.00N,1250738.00W
RUBDA,454739.00N,0563252.00W
RUBKO,522000.00N,0605800.00W
RUBTA,454842.60N,0734915.00W
RUDVI,490001.00N,1050000.00W
RUNNY,525022.00N,1215945.00W
RW16,533449.53N,1133046.25W
RYLEY,531622.00N,1121913.00W
SAFOL,490436.00N,1224200.00W
SASID,460036.27N,0754001.00W
SASOD,520637.80N,1063853.40W
SATIS,502520.20N,0595853.72W
SATUL,504026.58N,1133041.08W
SAVED,490839.00N,1224837.20W
SAVIT,515300.00N,1173000.00W
SAVIX,455123.18N,0734525.78W
SAVOV,503330.00N,1193642.00W
SCANA,503415.00N,1045127.60W
SCROD,543700.00N,0555200.00W
SEATN,504212.00N,1222204.00W
SEBAT,543212.80N,1102542.45W
SEBIN,594754.00N,1250000.00W
SEDAG,660000.00N,1000000.00W
SEDIT,543629.13N,1103008.99W
SEDOT,450736.00N,0800157.00W
SEFFY,512324.00N,1070818.00W
SEFIX,484436.00N,1264229.00W
SEGAN,500000.00N,0892000.01W
SEKAP,615823.75N,1225000.00W
SEKIK,565530.00N,1115512.00W
SELBO,491000.25N,0775959.09W
SELUM,553103.82N,1125004.28W
SEMTO,591400.00N,0670000.00W
SENSA,492823.52N,1183529.78W
SERBO,520606.00N,0604259.00W
SERNI,550515.00N,0665259.40W
SESDO,510348.00N,1140116.80W
SETMA,642140.00N,1350000.00W
SETMI,635853.10N,1300000.00W
SEVTA,534558.43N,0942425.82W
SHAIK,513327.90N,0663248.30W
SHALE,512048.00N,1275518.00W
SHARB,444414.00N,0765352.01W
SHARD,491924.00N,1223236.00W
SHATO,465920.40N,0710531.80W
SHAWI,511535.00N,1100000.00W
SIBKI,441036.00N,0774700.00W
SIGPI,765130.00N,0900000.00W
SIGTA,490333.00N,1250932.00W
SIKBU,711000.00N,1300000.00W
SILVR,492030.00N,1164706.00W
SIMLU,500019.00N,1314236.00W
SIMSU,504656.00N,1282537.00W
SIMTO,470323.00N,0704945.00W
SINVU,765136.00N,0753624.00W
SKAHA,492506.00N,1193506.00W
SKALA,541914.31N,1100954.46W
SKANI,553924.00N,1223812.00W
SKYPO,494306.00N,1230754.00W
SLOAN,514505.00N,1100000.00W
SMARE,461934.00N,0780949.00W
SOCAN,534648.00N,0750000.00W
SODAC,522418.00N,1222911.00W
SOINT,503624.00N,1265436.00W
SOKYE,462132.00N,0725105.00W
SONON,614342.00N,1150424.00W
SOOKE,492049.00N,0970940.20W
SPAIK,603222.96N,1321424.29W
SPALD,491440.18N,0825324.90W
SPARD,552624.00N,1221606.00W
SPHRE,420136.00N,0820409.00W
SPICA,423030.28N,0823246.72W
SPONJ,492157.00N,1300451.00W
SPOTE,522812.00N,0670000.00W
SPRAE,510013.00N,1152724.00W
SPURG,460830.14N,0805247.33W
SPUZZ,494630.00N,1212348.00W
SPYSR,534046.00N,1301127.00W
SQUAW,544800.00N,0664812.00W
SQUIM,481439.30N,1232733.15W
SSM52,470156.20N,0851143.76W
SSM75,454107.35N,0825111.41W
SSR77,591733.04N,1362822.35W
SSR88,593825.78N,1351230.38W
SSUNN,415733.05N,0823305.64W
STACK,421808.38N,0825315.51W
STAFE,482700.22N,0810421.39W
STAGG,500300.00N,1184706.00W
STAHL,544300.00N,1212512.00W
STAVE,492406.00N,1222054.00W
STEAM,525954.00N,0572036.00W
STIGS,490000.00N,1133424.00W
STOAN,502957.83N,1205916.55W
STUMM,502118.00N,1195058.00W
SULRY,494942.00N,1241206.00W
SUSKE,425236.72N,0790025.27W
SUSUB,714500.00N,1000000.00W
SUTKO,463057.00N,0564918.00W
SUTNO,752400.00N,1100000.00W
SUVAK,503451.60N,1191255.80W
SWALE,510234.20N,1181519.20W
TADAB,433450.26N,0793807.90W
TADIS,500000.00N,0900000.00W
TADOM,622656.59N,1035913.80W
TADSA,501600.00N,1052400.00W
TAFFY,472224.17N,0671814.04W
TAGIT,570818.00N,1120452.00W
TAGMO,583154.00N,1000000.00W
TAGRA,471042.00N,0570444.00W
TAGUP,505251.00N,0961142.00W
TAKSI,541148.00N,1000000.00W
TALIS,440246.29N,0820733.06W
TAMRU,485721.00N,1304812.00W
TANTI,620000.00N,0630000.00W
TAPLU,600000.00N,0615406.00W
TAPMO,822212.00N,0900000.00W
TAPSA,805600.00N,1100000.00W
TASLI,551318.00N,0850000.00W
TASTI,523948.00N,0613913.00W
TATMA,643000.00N,1150000.00W
TATVA,485722.59N,0543322.81W
TAVMA,464540.89N,0714258.32W
TAVRI,765642.00N,1300000.00W
TEALS,553855.43N,0665957.34W
TEFFO,624800.72N,0665957.97W
TENYA,495024.00N,1184424.00W
TESAK,493057.00N,1170429.00W
TESOM,494731.80N,0970516.80W
TESOX,473812.60N,0522928.80W
TESUD,630126.00N,1130547.00W
TETAG,540417.27N,1140757.37W
TETOS,431836.00N,0803918.00W
TEXEN,451243.20N,0752754.00W
TEXUN,530000.00N,0615059.99W
THIBO,455418.00N,0733230.00W
THIRD,504453.00N,1133420.00W
THORL,425903.77N,0794538.37W
THURO,453154.15N,0745628.76W
THYNE,493700.00N,1204536.00W
TIBUD,453430.00N,0812641.01W
TIGIN,611618.00N,1350000.00W
TIKID,574512.00N,1100000.00W
TILAX,530841.98N,1140807.82W
TIPIC,481709.96N,0704514.90W
TONNY,441108.00N,0794322.99W
TORON,515031.00N,1133521.00W
TOTAP,492500.00N,0994000.00W
TOVIR,502307.87N,1054243.33W
TOXEV,531942.00N,1141230.00W
TREEL,492124.00N,1235154.00W
TRENA,502607.00N,1241411.00W
TRUDY,485500.00N,0883024.00W
TUBAK,534754.55N,0942939.71W
TUDAP,730000.00N,0800000.00W
TUDAR,431257.60N,0812211.40W
TUFAX,463630.14N,0752440.79W
TUFLY,590209.26N,1090105.80W
TUKAB,455647.29N,0665327.71W
TUKIR,451136.00N,0761406.00W
TULAG,564154.52N,1075326.39W
TULEG,434354.84N,0764309.82W
TUNNI,600000.80N,0695957.42W
TURNY,504837.00N,1141947.00W
TUSKY,433354.00N,0670000.00W
TWGKD,423351.79N,0793808.55W
TYCOB,421421.13N,0822639.58W
UBISY,430421.05N,0791954.09W
UBTEV,484449.00N,0650202.00W
UDBOS,490213.61N,0543513.30W
UDBOT,482057.74N,0883404.33W
UDBOX,500000.00N,1000000.00W
UDLEL,502530.32N,1054935.89W
UDMAP,490559.00N,1283353.00W
UDNIM,525248.00N,1140007.80W
UKONA,630656.37N,1131830.09W
UKSAR,564632.00N,1115925.00W
UKUGA,535413.76N,0944652.50W
ULAMO,451345.00N,0752935.00W
ULEBU,540144.00N,1220700.65W
ULIPI,433009.00N,0795117.40W
UMEPO,535239.00N,1224634.80W
UMETI,473448.00N,0591530.00W
UMEXO,444418.38N,0752836.81W
UOD01,542532.65N,1101848.53W
UOD06,542939.14N,1102303.18W
UOD12,540924.82N,1095525.91W
UOD14,540615.08N,1100355.30W
UOD15,541439.61N,1095826.44W
UOD18,543818.14N,1102750.60W
UOD19,542305.04N,1101537.00W
UOD20,543444.80N,1104713.82W
UOD41,541356.69N,1100205.29W
UOD51,541311.30N,1100058.48W
UPRIL,434524.00N,0785020.00W
UQQ07,494321.34N,1245412.36W
UQQ09,493452.23N,1243945.04W
UQQ12,495425.81N,1244929.46W
UQQ16,494142.06N,1245148.41W
UQQ32,495307.58N,1250256.64W
UQQ60,494423.66N,1243520.86W
URLEG,550439.00N,1124710.00W
URMIN,450007.80N,0634706.60W
URMIX,490433.99N,1233922.14W
URMUD,584229.95N,1002905.00W
URPIS,484836.00N,0541931.80W
URPON,514440.73N,1133745.25W
URSIS,611234.94N,1030045.37W
URTAK,455017.00N,0510000.00W
UYR13,531205.44N,0600651.72W
UYR20,531517.73N,0595216.95W
UYR97,532646.47N,0604438.49W
UYR98,531838.33N,0602335.56W
VALIE,533730.00N,0580824.00W
VANSI,512929.99N,0760000.00W
